Provider ID,Measure,Score,Domain,Hospital Name,City,State,ZIP Code
100213,H_NURSE_RESPECT_SN_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_RESPECT_U_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_LISTEN_A_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_LISTEN_SN_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_LISTEN_U_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_EXPLAIN_A_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_EXPLAIN_SN_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_NURSE_EXPLAIN_U_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_2_A_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_2_SN_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
100213,H_COMP_2_U_P,,HCAHPS,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,34209
